Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-07-31 09:30:00-04:00,5.900000095367432,5.929999828338623,5.855000019073486,5.869900226593018,0,0.0,0.0,0.0
2024-07-31 10:30:00-04:00,5.869900226593018,5.909999847412109,5.860000133514404,5.894999980926514,240036,0.0,0.0,0.0
2024-07-31 11:30:00-04:00,5.894999980926514,5.920000076293945,5.885000228881836,5.900000095367432,281708,0.0,0.0,0.0
2024-07-31 12:30:00-04:00,5.90500020980835,5.909999847412109,5.880000114440918,5.900000095367432,859844,0.0,0.0,0.0
2024-07-31 13:30:00-04:00,5.909299850463867,5.929999828338623,5.860000133514404,5.880000114440918,152489,0.0,0.0,0.0
2024-07-31 14:30:00-04:00,5.872700214385986,5.909999847412109,5.821000099182129,5.829899787902832,869172,0.0,0.0,0.0
2024-07-31 15:30:00-04:00,5.840000152587891,5.853099822998047,5.760000228881836,5.789700031280518,0,0.0,0.0,0.0
2024-07-31 16:00:00-04:00,5.79,5.81,5.73,5.75,0,0.0,0.0,0.0
2024-07-31 17:00:00-04:00,5.75,5.96,5.7,5.7999,0,0.0,0.0,0.0
2024-07-31 18:00:00-04:00,5.8,5.81,5.71,5.7601,0,0.0,0.0,0.0
2024-07-31 19:00:00-04:00,5.7601,5.77,5.73,5.7499,0,0.0,0.0,0.0
