Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-08-07 06:00:00-04:00,5.06,5.06,5.06,5.06,0,0.0,0.0,0.0
2024-08-07 07:00:00-04:00,5.06,5.09,5.06,5.08,0,0.0,0.0,0.0
2024-08-07 08:00:00-04:00,5.08,5.13,5.05,5.09,0,0.0,0.0,0.0
2024-08-07 09:00:00-04:00,5.09,5.1,5.05,5.07,0,0.0,0.0,0.0
2024-08-07 09:30:00-04:00,5.090000152587891,5.109899997711182,4.980000019073486,4.98199987411499,931445,0.0,0.0,0.0
2024-08-07 10:30:00-04:00,4.98199987411499,5.010000228881836,4.940100193023682,4.974999904632568,492016,0.0,0.0,0.0
2024-08-07 11:30:00-04:00,4.974999904632568,4.994999885559082,4.949999809265137,4.985000133514404,315875,0.0,0.0,0.0
2024-08-07 12:30:00-04:00,4.980000019073486,4.998000144958496,4.920000076293945,4.949999809265137,2704716,0.0,0.0,0.0
2024-08-07 13:30:00-04:00,4.949999809265137,4.966899871826172,4.869999885559082,4.880000114440918,717253,0.0,0.0,0.0
2024-08-07 14:30:00-04:00,4.8850998878479,4.894999980926514,4.849999904632568,4.875,706145,0.0,0.0,0.0
2024-08-07 15:30:00-04:00,4.875,4.880000114440918,4.849999904632568,4.855000019073486,451454,0.0,0.0,0.0
2024-08-07 16:00:00-04:00,4.86,4.92,4.85,4.86,0,0.0,0.0,0.0
2024-08-07 17:00:00-04:00,4.86,4.94,4.86,4.89,0,0.0,0.0,0.0
2024-08-07 18:00:00-04:00,4.94,4.94,4.84,4.88,0,0.0,0.0,0.0
2024-08-07 19:00:00-04:00,4.88,4.93,4.87,4.92,0,0.0,0.0,0.0
2024-08-08 04:00:00-04:00,5.08,5.1,5.08,5.1,0,0.0,0.0,0.0
2024-08-08 05:00:00-04:00,5.1,5.1,5.08,5.08,0,0.0,0.0,0.0
2024-08-08 06:00:00-04:00,5.08,5.08,5.08,5.08,0,0.0,0.0,0.0
2024-08-08 07:00:00-04:00,5.08,5.11,5.06,5.1,0,0.0,0.0,0.0
2024-08-08 08:00:00-04:00,5.1,5.12,5.06,5.0999,0,0.0,0.0,0.0
2024-08-08 09:00:00-04:00,5.11,5.1984,5.11,5.15,0,0.0,0.0,0.0
2024-08-08 09:30:00-04:00,5.130000114440918,5.167900085449219,5.04010009765625,5.160900115966797,1189481,0.0,0.0,0.0
2024-08-08 10:30:00-04:00,5.1697001457214355,5.260000228881836,5.159999847412109,5.235000133514404,412280,0.0,0.0,0.0
2024-08-08 11:30:00-04:00,5.230500221252441,5.315000057220459,5.230000019073486,5.295000076293945,834367,0.0,0.0,0.0
2024-08-08 12:30:00-04:00,5.290999889373779,5.315000057220459,5.26200008392334,5.315000057220459,323680,0.0,0.0,0.0
2024-08-08 13:30:00-04:00,5.313300132751465,5.315000057220459,5.269999980926514,5.289899826049805,835297,0.0,0.0,0.0
2024-08-08 14:30:00-04:00,5.289899826049805,5.315000057220459,5.260000228881836,5.295000076293945,879794,0.0,0.0,0.0
2024-08-08 15:30:00-04:00,5.300000190734863,5.309999942779541,5.260000228881836,5.269999980926514,374724,0.0,0.0,0.0
2024-08-08 16:00:00-04:00,5.27,5.3,5.2617,5.2801,0,0.0,0.0,0.0
2024-08-08 17:00:00-04:00,5.2801,5.46,5.28,5.46,0,0.0,0.0,0.0
2024-08-08 18:00:00-04:00,5.43,5.55,5.37,5.55,0,0.0,0.0,0.0
2024-08-08 19:00:00-04:00,5.52,5.58,5.46,5.46,0,0.0,0.0,0.0
2024-08-09 04:00:00-04:00,5.38,5.38,5.38,5.38,0,0.0,0.0,0.0
2024-08-09 05:00:00-04:00,5.38,5.44,5.38,5.44,0,0.0,0.0,0.0
2024-08-09 06:00:00-04:00,5.44,5.44,5.38,5.38,0,0.0,0.0,0.0
2024-08-09 07:00:00-04:00,5.38,5.41,5.38,5.38,0,0.0,0.0,0.0
2024-08-09 08:00:00-04:00,5.38,5.43,5.35,5.36,0,0.0,0.0,0.0
2024-08-09 09:00:00-04:00,5.36,5.4,5.35,5.37,0,0.0,0.0,0.0
2024-08-09 09:30:00-04:00,5.369999885559082,5.425000190734863,5.308499813079834,5.350200176239014,1472043,0.0,0.0,0.0
2024-08-09 10:30:00-04:00,5.355000019073486,5.380000114440918,5.288000106811523,5.349999904632568,991340,0.0,0.0,0.0
2024-08-09 11:30:00-04:00,5.349999904632568,5.360000133514404,5.300000190734863,5.321899890899658,1829964,0.0,0.0,0.0
2024-08-09 12:30:00-04:00,5.329999923706055,5.389400005340576,5.324999809265137,5.364999771118164,1082540,0.0,0.0,0.0
2024-08-09 13:30:00-04:00,5.364999771118164,5.389900207519531,5.309999942779541,5.329999923706055,207258,0.0,0.0,0.0
2024-08-09 14:30:00-04:00,5.329999923706055,5.379899978637695,5.329999923706055,5.375,288580,0.0,0.0,0.0
2024-08-09 15:30:00-04:00,5.375,5.389999866485596,5.360000133514404,5.385000228881836,270021,0.0,0.0,0.0
2024-08-09 16:00:00-04:00,5.38,5.41,5.37,5.37,0,0.0,0.0,0.0
2024-08-09 17:00:00-04:00,5.41,5.41,5.33,5.3696,0,0.0,0.0,0.0
2024-08-09 18:00:00-04:00,5.4091,5.41,5.35,5.3984,0,0.0,0.0,0.0
2024-08-09 19:00:00-04:00,5.3894,5.39,5.36,5.3899,0,0.0,0.0,0.0
