Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-09-03 04:00:00-04:00,2.4,2.4,2.37,2.37,0,0.0,0.0,0.0
2024-09-03 05:00:00-04:00,2.36,2.36,2.355,2.355,0,0.0,0.0,0.0
2024-09-03 06:00:00-04:00,2.355,2.36,2.355,2.36,0,0.0,0.0,0.0
2024-09-03 07:00:00-04:00,2.36,2.37,2.36,2.36,0,0.0,0.0,0.0
2024-09-03 08:00:00-04:00,2.36,2.37,2.35,2.3698,0,0.0,0.0,0.0
2024-09-03 09:00:00-04:00,2.37,2.38,2.37,2.37,0,0.0,0.0,0.0
2024-09-03 09:30:00-04:00,2.359999895095825,2.365000009536743,2.309999942779541,2.315000057220459,3420878,0.0,0.0,0.0
2024-09-03 10:30:00-04:00,2.3101000785827637,2.319999933242798,2.299999952316284,2.299999952316284,1151709,0.0,0.0,0.0
2024-09-03 11:30:00-04:00,2.305000066757202,2.309999942779541,2.2899999618530273,2.2950000762939453,1482137,0.0,0.0,0.0
2024-09-03 12:30:00-04:00,2.2950000762939453,2.315000057220459,2.2899999618530273,2.3101000785827637,1246478,0.0,0.0,0.0
2024-09-03 13:30:00-04:00,2.319999933242798,2.319999933242798,2.2899999618530273,2.305000066757202,723440,0.0,0.0,0.0
2024-09-03 14:30:00-04:00,2.305000066757202,2.3299999237060547,2.299999952316284,2.315000057220459,1099825,0.0,0.0,0.0
2024-09-03 15:30:00-04:00,2.315000057220459,2.3199000358581543,2.299999952316284,2.305000066757202,649999,0.0,0.0,0.0
2024-09-03 16:00:00-04:00,2.3,2.33,2.3,2.33,0,0.0,0.0,0.0
2024-09-03 17:00:00-04:00,2.31,2.33,2.31,2.33,0,0.0,0.0,0.0
2024-09-03 18:00:00-04:00,2.33,2.33,2.3,2.33,0,0.0,0.0,0.0
2024-09-03 19:00:00-04:00,2.32,2.32,2.28,2.28,0,0.0,0.0,0.0
