Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-08-12 04:00:00-04:00,2.51,2.51,2.425,2.44,0,0.0,0.0,0.0
2024-08-12 05:00:00-04:00,2.44,2.44,2.42,2.43,0,0.0,0.0,0.0
2024-08-12 06:00:00-04:00,2.43,2.45,2.43,2.45,0,0.0,0.0,0.0
2024-08-12 07:00:00-04:00,2.48,2.52,2.48,2.52,0,0.0,0.0,0.0
2024-08-12 08:00:00-04:00,2.52,2.54,2.4,2.53,0,0.0,0.0,0.0
2024-08-12 09:00:00-04:00,2.54,2.54,2.51,2.54,0,0.0,0.0,0.0
2024-08-12 09:30:00-04:00,2.5299999713897705,2.549999952316284,2.44350004196167,2.5199999809265137,6077450,0.0,0.0,0.0
2024-08-12 10:30:00-04:00,2.5178000926971436,2.5699000358581543,2.494999885559082,2.5139999389648438,3746305,0.0,0.0,0.0
2024-08-12 11:30:00-04:00,2.509999990463257,2.5399999618530273,2.5,2.526400089263916,2214333,0.0,0.0,0.0
2024-08-12 12:30:00-04:00,2.520900011062622,2.5299999713897705,2.509999990463257,2.515000104904175,974079,0.0,0.0,0.0
2024-08-12 13:30:00-04:00,2.515000104904175,2.5199999809265137,2.5,2.51990008354187,931802,0.0,0.0,0.0
2024-08-12 14:30:00-04:00,2.515000104904175,2.51990008354187,2.4800000190734863,2.5069000720977783,1331967,0.0,0.0,0.0
2024-08-12 15:30:00-04:00,2.503000020980835,2.509999990463257,2.490000009536743,2.5,996198,0.0,0.0,0.0
2024-08-12 16:00:00-04:00,2.51,2.55,2.5,2.5208,0,0.0,0.0,0.0
2024-08-12 17:00:00-04:00,2.52,2.55,2.51,2.5494,0,0.0,0.0,0.0
2024-08-12 18:00:00-04:00,2.54,2.56,2.52,2.55,0,0.0,0.0,0.0
2024-08-12 19:00:00-04:00,2.56,2.59,2.55,2.5697,0,0.0,0.0,0.0
2024-08-13 04:00:00-04:00,2.57,2.57,2.48,2.51,0,0.0,0.0,0.0
2024-08-13 05:00:00-04:00,2.51,2.51,2.48,2.49,0,0.0,0.0,0.0
2024-08-13 06:00:00-04:00,2.49,2.49,2.47,2.48,0,0.0,0.0,0.0
2024-08-13 07:00:00-04:00,2.47,2.5,2.47,2.49,0,0.0,0.0,0.0
2024-08-13 08:00:00-04:00,2.49,2.5,2.47,2.4904,0,0.0,0.0,0.0
2024-08-13 09:00:00-04:00,2.51,2.52,2.49,2.49,0,0.0,0.0,0.0
2024-08-13 09:30:00-04:00,2.490000009536743,2.5199999809265137,2.4800000190734863,2.500999927520752,1704596,0.0,0.0,0.0
2024-08-13 10:30:00-04:00,2.5,2.5199999809265137,2.4800000190734863,2.4972000122070312,2449801,0.0,0.0,0.0
2024-08-13 11:30:00-04:00,2.5,2.529099941253662,2.490000009536743,2.511699914932251,1099285,0.0,0.0,0.0
2024-08-13 12:30:00-04:00,2.5199999809265137,2.565000057220459,2.509999990463257,2.555000066757202,2492494,0.0,0.0,0.0
2024-08-13 13:30:00-04:00,2.559999942779541,2.5766000747680664,2.54010009765625,2.547800064086914,1313943,0.0,0.0,0.0
2024-08-13 14:30:00-04:00,2.549999952316284,2.5599000453948975,2.5199999809265137,2.549999952316284,1763763,0.0,0.0,0.0
2024-08-13 15:30:00-04:00,2.549999952316284,2.5699000358581543,2.54010009765625,2.555000066757202,631233,0.0,0.0,0.0
2024-08-13 16:00:00-04:00,2.55,2.56,2.54,2.56,0,0.0,0.0,0.0
2024-08-13 17:00:00-04:00,2.56,2.58,2.53,2.58,0,0.0,0.0,0.0
2024-08-13 18:00:00-04:00,2.58,2.58,2.5504,2.57,0,0.0,0.0,0.0
2024-08-13 19:00:00-04:00,2.5693,2.57,2.54,2.56,0,0.0,0.0,0.0
2024-08-14 04:00:00-04:00,2.56,2.57,2.56,2.56,0,0.0,0.0,0.0
2024-08-14 05:00:00-04:00,2.58,2.58,2.57,2.57,0,0.0,0.0,0.0
2024-08-14 06:00:00-04:00,2.57,2.57,2.57,2.57,0,0.0,0.0,0.0
2024-08-14 07:00:00-04:00,2.6,2.6,2.57,2.58,0,0.0,0.0,0.0
2024-08-14 08:00:00-04:00,2.58,2.61,2.57,2.61,0,0.0,0.0,0.0
2024-08-14 09:00:00-04:00,2.61,2.62,2.56,2.5601,0,0.0,0.0,0.0
2024-08-14 09:30:00-04:00,2.569999933242798,2.579900026321411,2.4800000190734863,2.505000114440918,5058109,0.0,0.0,0.0
2024-08-14 10:30:00-04:00,2.505000114440918,2.509999990463257,2.4830000400543213,2.4830000400543213,2206011,0.0,0.0,0.0
2024-08-14 11:30:00-04:00,2.490000009536743,2.5299999713897705,2.489799976348877,2.4999001026153564,2420922,0.0,0.0,0.0
2024-08-14 12:30:00-04:00,2.5,2.5199999809265137,2.490000009536743,2.5067999362945557,2060247,0.0,0.0,0.0
2024-08-14 13:30:00-04:00,2.505000114440918,2.5199999809265137,2.5,2.5,871577,0.0,0.0,0.0
2024-08-14 14:30:00-04:00,2.5020999908447266,2.509999990463257,2.490000009536743,2.5051000118255615,708422,0.0,0.0,0.0
2024-08-14 15:30:00-04:00,2.505000114440918,2.5199999809265137,2.5,2.515000104904175,539238,0.0,0.0,0.0
2024-08-14 16:00:00-04:00,2.51,2.53,2.51,2.51,0,0.0,0.0,0.0
2024-08-14 17:00:00-04:00,2.53,2.53,2.51,2.5299,0,0.0,0.0,0.0
2024-08-14 18:00:00-04:00,2.5296,2.53,2.49,2.51,0,0.0,0.0,0.0
2024-08-14 19:00:00-04:00,2.52,2.52,2.51,2.5195,0,0.0,0.0,0.0
