Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-08-07 04:00:00-04:00,2.38,2.38,2.38,2.38,0,0.0,0.0,0.0
2024-08-07 05:00:00-04:00,2.38,2.38,2.38,2.38,0,0.0,0.0,0.0
2024-08-07 06:00:00-04:00,2.38,2.39,2.38,2.39,0,0.0,0.0,0.0
2024-08-07 07:00:00-04:00,2.385,2.4,2.34,2.34,0,0.0,0.0,0.0
2024-08-07 08:00:00-04:00,2.34,2.3697,2.32,2.33,0,0.0,0.0,0.0
2024-08-07 09:00:00-04:00,2.33,2.4,2.31,2.32,0,0.0,0.0,0.0
2024-08-07 09:30:00-04:00,2.3299999237060547,2.3499999046325684,2.259999990463257,2.265000104904175,4742189,0.0,0.0,0.0
2024-08-07 10:30:00-04:00,2.26990008354187,2.2799999713897705,2.2304000854492188,2.259999990463257,3320680,0.0,0.0,0.0
2024-08-07 11:30:00-04:00,2.259999990463257,2.2799999713897705,2.240000009536743,2.2599000930786133,3011219,0.0,0.0,0.0
2024-08-07 12:30:00-04:00,2.2599000930786133,2.26990008354187,2.2200000286102295,2.23009991645813,6958957,0.0,0.0,0.0
2024-08-07 13:30:00-04:00,2.239799976348877,2.25,2.2200000286102295,2.226300001144409,1860732,0.0,0.0,0.0
2024-08-07 14:30:00-04:00,2.2249999046325684,2.2300000190734863,2.194999933242798,2.2197999954223633,2841003,0.0,0.0,0.0
2024-08-07 15:30:00-04:00,2.2149999141693115,2.2200000286102295,2.2100000381469727,2.2149999141693115,498533,0.0,0.0,0.0
2024-08-07 16:00:00-04:00,2.21,2.23,2.18,2.22,0,0.0,0.0,0.0
2024-08-07 17:00:00-04:00,2.22,2.23,2.21,2.23,0,0.0,0.0,0.0
2024-08-07 18:00:00-04:00,2.23,2.23,2.1897,2.23,0,0.0,0.0,0.0
2024-08-07 19:00:00-04:00,2.23,2.23,2.2,2.21,0,0.0,0.0,0.0
2024-08-08 04:00:00-04:00,2.27,2.29,2.27,2.29,0,0.0,0.0,0.0
2024-08-08 05:00:00-04:00,2.29,2.29,2.28,2.29,0,0.0,0.0,0.0
2024-08-08 06:00:00-04:00,2.29,2.31,2.29,2.3,0,0.0,0.0,0.0
2024-08-08 07:00:00-04:00,2.3,2.305,2.3,2.3,0,0.0,0.0,0.0
2024-08-08 08:00:00-04:00,2.3,2.32,2.3,2.31,0,0.0,0.0,0.0
2024-08-08 09:00:00-04:00,2.31,2.38,2.31,2.33,0,0.0,0.0,0.0
2024-08-08 09:30:00-04:00,2.3299999237060547,2.3399999141693115,2.2746999263763428,2.3350000381469727,5733371,0.0,0.0,0.0
2024-08-08 10:30:00-04:00,2.3350000381469727,2.369999885559082,2.3299999237060547,2.3434998989105225,2799402,0.0,0.0,0.0
2024-08-08 11:30:00-04:00,2.3440001010894775,2.4398999214172363,2.3399999141693115,2.430000066757202,4858250,0.0,0.0,0.0
2024-08-08 12:30:00-04:00,2.424999952316284,2.45989990234375,2.4200000762939453,2.444999933242798,1631640,0.0,0.0,0.0
2024-08-08 13:30:00-04:00,2.444999933242798,2.449899911880493,2.430000066757202,2.440000057220459,1426082,0.0,0.0,0.0
2024-08-08 14:30:00-04:00,2.434999942779541,2.440000057220459,2.4200000762939453,2.4319000244140625,1212771,0.0,0.0,0.0
2024-08-08 15:30:00-04:00,2.430000066757202,2.440000057220459,2.4200000762939453,2.430000066757202,1142706,0.0,0.0,0.0
2024-08-08 16:00:00-04:00,2.43,2.44,2.42,2.43,0,0.0,0.0,0.0
2024-08-08 17:00:00-04:00,2.43,2.5,2.42,2.4996,0,0.0,0.0,0.0
2024-08-08 18:00:00-04:00,2.49,2.57,2.46,2.55,0,0.0,0.0,0.0
2024-08-08 19:00:00-04:00,2.55,2.57,2.51,2.53,0,0.0,0.0,0.0
2024-08-09 04:00:00-04:00,2.53,2.53,2.51,2.52,0,0.0,0.0,0.0
2024-08-09 05:00:00-04:00,2.52,2.53,2.52,2.52,0,0.0,0.0,0.0
2024-08-09 06:00:00-04:00,2.51,2.52,2.48,2.49,0,0.0,0.0,0.0
2024-08-09 07:00:00-04:00,2.49,2.5,2.48,2.48,0,0.0,0.0,0.0
2024-08-09 08:00:00-04:00,2.48,2.51,2.47,2.48,0,0.0,0.0,0.0
2024-08-09 09:00:00-04:00,2.48,2.49,2.46,2.47,0,0.0,0.0,0.0
2024-08-09 09:30:00-04:00,2.490000009536743,2.509999990463257,2.430000066757202,2.442699909210205,5631868,0.0,0.0,0.0
2024-08-09 10:30:00-04:00,2.4403998851776123,2.45989990234375,2.410099983215332,2.434999942779541,2128332,0.0,0.0,0.0
2024-08-09 11:30:00-04:00,2.4365999698638916,2.440000057220459,2.4040000438690186,2.4321000576019287,1749971,0.0,0.0,0.0
2024-08-09 12:30:00-04:00,2.434999942779541,2.4600000381469727,2.430000066757202,2.449899911880493,1861833,0.0,0.0,0.0
2024-08-09 13:30:00-04:00,2.444999933242798,2.4600000381469727,2.430000066757202,2.440000057220459,1837184,0.0,0.0,0.0
2024-08-09 14:30:00-04:00,2.440000057220459,2.450000047683716,2.430000066757202,2.449899911880493,766185,0.0,0.0,0.0
2024-08-09 15:30:00-04:00,2.444999933242798,2.450000047683716,2.440000057220459,2.444999933242798,582106,0.0,0.0,0.0
2024-08-09 16:00:00-04:00,2.45,2.46,2.44,2.4498,0,0.0,0.0,0.0
2024-08-09 17:00:00-04:00,2.45,2.46,2.42,2.46,0,0.0,0.0,0.0
2024-08-09 18:00:00-04:00,2.4587,2.46,2.42,2.4593,0,0.0,0.0,0.0
2024-08-09 19:00:00-04:00,2.43,2.4635,2.43,2.46,0,0.0,0.0,0.0
